id;client_id;marca;carro;modelo;year;color;plate;chassis;km;fuel_type;notes;is_active;created_at;updated_at;versao;ultimo_km;origem_contato
;813;HYUNDAI;HB 20;1.0  8V ;14|14;BRANCA;FMR-2568;;;740;;;;;;;
;814;PEUGEOT;206;HATCH;05|06;VERMELHO;CXC-5121;;;742;;;;;;;
;815;FORD ;FOCUS;2.0;12|12;PRETO;NZA-6250;1,11111E+13;;744;;;;;;;
;816;CHEVROLET;ONIX;1.0 LT;16|16;PRA;PYC-1642;;;166;;;;;;;
;817;RENAULT;SANDERO;1.6 16V;15|15;PRETA;GBH-7280;;;745;;;;;;;
;818;FORD ;FOCUS;2.0 ;10|11;PRETO;EQQ-0075;1,11111E+14;;746;;;;;;;
;819;RENO;FLUENCE;2,0 AUT;15|16;PRETA;LSI-9598;;;166;;;;;;;
;820;PEGEOUT;PARTNER;1.6 16 V;13|14;BRANCA;FQB-4120;;;747;;;;;;;
;821;HONDA;FIT;1.5;16|16;BRANCA;GDD-5787;;;741;;;;;;;
;822;PEUGEOT;PARTNER;1.6  16V;13|14;BRANCA;FQB-4120;;;748;;;;;;;
;823;HONDA;PRISMA;1.4 16V;16|16;PRATA;FVN-3346;;;749;;;;;;;
;824;FORD;FIESTA;1.0 8V;13|14;VERMELHO;FKT-6896;;;750;;;;;;;
;825;FIAT;UNO;1.0;08|09;PRATA;EFA-3257;11111111111;;751;;;;;;;
;826;FIAT;UNO;1.0;12|13;PRATA;OQD-0439;;;752;;;;;;;
;827;CHEVROLET;CRUZE;1.8  AUT. LT;12|13;PRETA;FEW-7675;;;753;;;;;;;
;828;RENAUT;SANDERO;1.6 8V;11|11;PRATA;EUJ-6191;;;754;;;;;;;
;829;CHEVROLET;ZAFIRA;2.0 MECANICA ;08|08;PRATA;EBL-3821;;;755;;;;;;;
;830;PEUGEOT;207;1.4;10|10;BEGE;EOM-4518;1,11111E+12;;756;;;;;;;
;831;FIAT;FIORINO;1.4 ;14|15;BRANCA;PVB-0656;;;166;;;;;;;
;832;CITROEN;LAOUGE;1.6 TURBO AUT;14|15;BRANCO;FUZ-8287;;;757;;;;;;;
;833;FIAT;PALIO;1.0 FIRE;14|14;PRATA;PWG-2105;;;166;;;;;;;
;834;KIA;CERATTO;1,6 16V AUT;12|13;PRETO;DZI-4468;;;758;;;;;;;
;835;FIAT;PALIO ED;1.0 8V;97|97;BRANCA;KQI-4296;;;759;;;;;;;
;836;GM;CAPTIVA;2.4;12|12;PRETA;AZA-4004;1111111111111111;;760;;;;;;;
;837;FIAT;PALIO WEEKEND;1.8;04|04;PRATA;DKX-2301;111111111;;761;;;;;;;
;838;GM;CELTA;1.0;11|12;PRATA;EYA-2657;1,11111E+12;;762;;;;;;;
;839;HONDA;CRV;2,0 5 MARCHA AUT;11|11;CINZA;ETZ-2325;;;763;;;;;;;
;840;FORD ;FIESTA;1.0;10|10;PRATA;EUQ-7874;1,11111E+13;;764;;;;;;;
;841;CITROEN;C3;1.4 ;08|08;VERMEL;EBC-7916;;;765;;;;;;;
;842;FIAT;NOVO UNO;1.0 EVO;15|15;AZUL;FFC-6103;;;766;;;;;;;
;843;GM;SPIN;ACTIV;15|15;BRANCA;FHN-7389;1,11111E+13;;767;;;;;;;
;844;FORD;FIESTA;1.0 8V FLEX;12|13;PRETA;FAL-7145;;;769;;;;;;;
;845;HIUNDAY;I30;1.6 16V;14|14;PRETA;FNL-0177;;;768;;;;;;;
;846;RENAULT;SANDERO;1.6 16V;13|14;PRETA;FOA-2469;;;770;;;;;;;
;847;FIAT;500;1.6;14|14;BRANCO;FDQ-7226;1,11111E+11;;771;;;;;;;
;848;VOLKSWAGEM;POLO;1.8 8V ;10|10;PRATA;EQK-8172;;;772;;;;;;;
;849;VW;FOX;1.6 8V FLEX ;12|12;PRATA;FAC-3733;1,11111E+12;;773;;;;;;;
;850;FIAT;PUNTO;1.8;12|13;CINZA;ETP-2609;11111111111;;774;;;;;;;
;851;VOLKSWAGEN;GOL;1.6;09|09;PRETA;DWM-4144;;;775;;;;;;;
;852;VW;FOX;1.6 8V;12|13;PRATA;FAO-3733;;;773;;;;;;;
;853;GM;ONIX;1.4 8V;16|16;CINZA;FPG-0515;;;776;;;;;;;
;854;FORD ;NOVO KA;1.0;14|15;PRATA;FXL-5237;1,11111E+12;;776;;;;;;;
;855;GM;ONIX;1.4;14|14;CINZA;FXU-8655;11111111111;;777;;;;;;;
;856;VW;GOL;1.6;12|13;VERMELHO;FGM-0418;1,11111E+12;;778;;;;;;;
;857;FORD;KA + SE;1.5;14|15;BRANCA;PVF-5298;;;166;;;;;;;
;858;HYUNDAI;SANTA FE;3.5;11|12;PRATA;FAL-0784;1,11111E+13;;779;;;;;;;
;859;HONDA;CIVIC;1.8 AUT;11|11;PRETO;DUF-4434;;;780;;;;;;;
;860;VOLKSWAGEN;VOYAGE;1.6;14|15;PRATA;PVF-3733;;;192;;;;;;;
;861;FIAT;LINEA;1.8 MECANICO;10|10;PRETO;ERI-3653;;;781;;;;;;;
;862;HONDA ;FIT;1.4;12|13;CINZA;FLY-4403;1,11111E+12;;782;;;;;;;
;863;HONDA ;FIT;1.4;06|06;PRETO;DRN-0529;1,11111E+12;;783;;;;;;;
;864;VW;FOX;1.6 8V FLEX ;14|14;VERMELHO;FFS-4835;9BWAB45Z1E4047993;;784;;;;;;;
;865;FIAT;FREEMONT;2.0 ;14|14;PRETA;FLK-4693;;;785;;;;;;;
;866;CHEVROLET;CORSA CLASSIC;1.0;12|12;PRETO;FAQ-2470;;;786;;;;;;;
;867;GM;S10 CABINE DUPLA;2.8 CTDI;13|14;PRATA;FOB-8405;;;787;;;;;;;
;868;FIAT;GRAND SIENA;1.6 8V FLEX ;15|16;PRATA;FIV-9122;1,11111E+13;;788;;;;;;;
;869;CITROEN;C3;1.4;10|11;PRETO;EQC-3746;;;789;;;;;;;
;870;HONDA;FIT;1.4;14|14;BRANCA;FQN-0837;;;790;;;;;;;
;871;FORD;FOCUS;1.6 8V FLEX ;14|15;PRETO;HEX-8681;1111111111111111;;176;;;;;;;
;872;FORD ;KA;1.0;09|09;PRATA;EGU-7044;1,11111E+12;;791;;;;;;;
;873;FORD ;NOVO KA;1.0;15|16;BRANCO;PWY-8792;1,11111E+11;;176;;;;;;;
;874;RENAUT;SANDEIRO;1.0 AUTHENTIQUE;15|16;BRANCA;PWY-6441;;;166;;;;;;;
;875;HYUNDAI;I30;;10|10;PRATA;KXC-3180;1,11111E+11;;792;;;;;;;
;876;RENAULT;SANDEIRO;1.0 AUTENTIC;15|16;BRANCA;PWY-6414;;;166;;;;;;;
;877;FIAT;FIORINO;1.4 EVO;15|16;BRANCA;PVH-0778;;;166;;;;;;;
;878;VOLKS;POLO;1.6 8V;03|04;PRETO;DNA-4766;;;793;;;;;;;
;879;CHEVROLET;ONIX;1.0 LT;14|15;PRATA;PYC-1651;;;166;;;;;;;
;880;CITROEN;C3 PICASSO;1.6 16V AUT;12|13;PRETA;FDH-3221;;;795;;;;;;;
;881;FORD;FIESTA SEDAN;1.6 8V ROCAM;10|11;VERMELHO;EHX-0285;;;796;;;;;;;
;882;HONDA;FIT;1.5;15|16;BRANCO;FMK-7429;11111111111111111111111;;797;;;;;;;
;883;FORD;KA +;1.6;14|14;VERMELHO;FJS-6257;;;798;;;;;;;
;884;FORD;FIESTA;1.6 ROCAM;14|14;PRATA;OPL-9496;;;796;;;;;;;
;885;NISAN;LIVINA;1.8;12|13;PRETA;FNL-1259;1,11111E+11;;799;;;;;;;
;886;VW;POLO;1.6 8V FLEX ;11|12;PRETO;APO-4183;11111111111;;800;;;;;;;
;887;RENAULT;CLIO;1.0 ;01|01;PRATA;DFG-1565;;;801;;;;;;;
;888;HYUNDAI;SONATA;2.4 AUT;10|11;PRATA;EUI-3693;;;802;;;;;;;
;889;CHEVROLET;CRUZE;1.8 AUT;14|14;AZUL;FSS-8307;;;803;;;;;;;
;890;RENAULT;SANDEIRO;1.6;14|15;PRATA;FXJ-1278;;;804;;;;;;;
;891;HONDA;CIVIC;1.7;03|03;BEGE;DIN-9876;;;805;;;;;;;
;892;FORD;KA;1.5;15|16;PRATA;PWZ-8054;;;176;;;;;;;
;893;FORD ;FIESTA;1.6 8V FLEX ;13|13;PRATA;FIS-2758;1,11111E+12;;806;;;;;;;
;894;VW;VOYAGE;1.0;12|13;PRETO;DDD-1111;111111111111111111;;807;;;;;;;
;895;VW;VOYAGE;1.6 8V FLEX ;12|12;PRETO;DDD-1111;1111111111111111111111;;808;;;;;;;
;896;RENAULT;SANDERO;STEPWAY;13|13;PRATA;FIA-8994;;;809;;;;;;;
;897;FORD;FORD KA +;1.0 12V 3 CILINDROS;15|16;BRANCA;PWY-4694;;;176;;;;;;;
;898;FIAT;NOVO UNO;1.0 EVO ;14|15;BRANCO;PUV-6678;;;176;;;;;;;
;899;FORD;KA+SEDAN;1.5 16V;16|17;PRETO;PXT-9014;;;176;;;;;;;
;900;HONDA;FIT;1.4 8V;07|07;CINZA;DVI-6945;;;629;;;;;;;
;901;VOLKSVAGEN;FOX;1.0;12|13;CINZA;FVM-5503;;;810;;;;;;;
;902;TOYOTA;COROLLA;1.8;08|08;PRETO;DUF-5702;1,11111E+13;;811;;;;;;;
;903;FIAT;DOBLO;1.8 16V ETORQ;16|16;VERMELHA;PXX-7243;;;176;;;;;;;
;904;NISSAN;VERSA;1.6 16V;14|14;PRETA;FLQ-0597;;;812;;;;;;;
;905;VOLKSWAGEN;GOL;1.0;03|03;PRATA;DMV-8774;;;813;;;;;;;
;906;GM;ONIX;1.4;15|15;PRATA;PYC-1889;11111111111111111;;166;;;;;;;
;907;TOYOTA;COROLLA GLI;1.8 AUT;16|17;BRANCO;GCZ-9169;;;814;;;;;;;
;908;FIAT;PAILO;1.5;96|96;CINZA;DHM-3121;;;815;;;;;;;
;909;FIAT;FIORINO;1.4;15|15;BRANCO;KYA-5670;;;816;;;;;;;
;910;CHEVROLET;ONIX;1.0;15|16;PRATA;PYK-8493;;;166;;;;;;;
;911;FIAT;UNO;1.0;08|08;VERMELHO;EEG-7025;1,11111E+11;;818;;;;;;;
;912;HONDA;CIVIC;1.8 16V;08|08;PRETO;EBE-4167;1,11111E+13;;819;;;;;;;
;913;CITROEN;C3;1.4 8V;12|12;PRATA;FDI-9284;CB584344;;820;;;;;;;
;914;HYUNDAI;HB20;1.6 16V AUTOMATICO;16|17;CINZA;PYR-9781;;;176;;;;;;;
;915;NiSSAN;SENTRA;2.0 16V;14|14;PRETA;FOC-1233;;;821;;;;;;;
;916;FIAT;SIENA;1.0 ;13|14;PRATA;FNL-1257;;;822;;;;;;;
;917;RENAULT;SANDERO;1.0;11|11;PRATA;EUN-2887;1,11111E+14;;823;;;;;;;
;918;CHEVROLET;VECTRA;1.8 8V;02|02;PRET;DFF-1115;;;824;;;;;;;
;919;GM;ONIX ;1.4 8V;13|13;PRETO;FHC-8893;;;825;;;;;;;
;920;GM;ONIX ;1.4 8V;13|13;PRETO;FHP-8893;;;825;;;;;;;
;921;GM;ONIX ;1.4 8V;13|13;PRETO;FHP-8893;;;825;;;;;;;
;922;RENAULT ;DUSTER;2.0 16V;13|13;MARRON;FAN-4329;;;826;;;;;;;
;923;FORD;FUSION;2.0;14|14;BRANCO;FIH-0175;1,11111E+13;;827;;;;;;;
;924;PEGEOUT;206;1.0;01|01;PRATA;DFG-3141;;;828;;;;;;;
;925;FIAT;STRADA;1.4;08|08;PRATA;EBL-9465;;;829;;;;;;;
;926;CITROEN;C4 LOUNGE;;15|15;CINZA;LRZ-9242;;;830;;;;;;;
;927;CHEVROLLET;CLASSIC;1.0 8V;13|14;;OQV-6481;;;831;;;;;;;
;928;HYUNDAI;TUCSON;;12|13;PRATA;FHD-3141;;;832;;;;;;;
;929;CHERY;QQ;1.0;15|15;PRETA;FYC-8302;;;833;;;;;;;
;930;HYUNDAI;SONATA;;12|12;PRATA;ERE-5465;;;827;;;;;;;
;931;CHEVROLET;CELTA;1;05|05;PRETA;DPM-3527;;;834;;;;;;;
;932;HONDA;FIT ELX;1.4 16V;10|10;CINZA;EPP-8263;;;19;;;;;;;
;933;VW;VOYAGE;;13|14;PRATA;OXB-1600;;;166;;;;;;;
;934;JEEP;RENEGADE;;15|15;VERMELHO;PXW-8254;;;166;;;;;;;
;935;FIAT;DOBLO CARGO;1.8 ;15|15;PRATA;AZQ-9151;;;835;;;;;;;
;936;HONDA;CIVIC;2.0;13|14;PRATA;FMW-3818;1,11111E+12;;836;;;;;;;
;937;FORD;FIESTA;1.0 8V;10|11;PRETA;FMK-1615;;;837;;;;;;;
;938;FIAT;PALIO WEEK TREK;1.8 FLEX;09|10;VERMELHO;EMF-3820;;;838;;;;;;;
;939;VW;GOL;1.0 TOTAL FLEX;14|15;PRATA LUNAR;PUA-1793;1,11111E+13;;176;;;;;;;
;940;GM;CORSA;1.4;08|08;VERMELHO;EBV-1168;1,11111E+14;;839;;;;;;;
;941;FIAT;FIORINO;1.3 8V FIRE;2014|2014;BRANCA;FLJ-0297;;;840;;;;;;;
;942;GM;CORSA;1.0;96|97;BRANCO;CHM-3053;1,11111E+12;;841;;;;;;;
;943;FORD;FIESTA;1.0 8V;;PRATA;OWJ-4665;;;166;;;;;;;
;944;FIAT;IDEA;1.6 16V ETORQ;14|15;MARRON;PVI-2413;;;192;;;;;;;
;945;RENAUT;FLUENCE;2,0 16V AUT;15|16;PRETA;LSE-1927;;;166;;;;;;;
;946;HONDA;CYTI 1.5 16V;1.5;13|14;CINZA;EYM-9346;1111111111111111;;842;;;;;;;
;947;HONDA;CYTI 1.5 16V;1.5 16V;13|14;PRATA;EYM-9346;1,11111E+12;;842;;;;;;;
;948;FORD ;FIESTA;1.6 8V FLEX ;08|09;PRATA;EEM-7197;1111111111111111111;;843;;;;;;;
;949;VW;CROSS FOX;1.6;13|13;BRANCO;FAW-0943;;;844;;;;;;;
;950;FIAT;FIORINO;1.4 EVO;14|14;PRATA;OWQ-3127;;;166;;;;;;;
;951;RENAULT;SANDEIRO;1.6 16V AUT.;14|14;PRATA;OXE-8903;;;192;;;;;;;
;952;HONDA;CYTI 1.5 16V;1.5 16V;11|11;PRATA;EMR-3356;1,11111E+14;;845;;;;;;;
;953;JAC;J3 SEDAN;1.4 16V;12|12;PRETA;EZB-4987;;;846;;;;;;;
;954;FIAT;PALIO;1.4 8V;12|12;PRATA;EYI-2936;;;848;;;;;;;
;955;CHEVROLET;CLASSIC;1.0 8V;13|13;PRATA;FNC-3466;;;847;;;;;;;
;956;FIAT;PUNTO;1.6 8V FLEX ;14|14;BRANCO;FTS-2696;11111111111111111;;849;;;;;;;
;957;RENAULT;SANDERO;1.0;14|14;PRATA;PWY-6511;11111111111111111;;166;;;;;;;
;958;CHEVROLET;S 10 ;2,8 DISEL MECANICA 4X4;16|17;BRANCA;PYK-6597;;;166;;;;;;;
;959;FIAT;PALIO;1.0;05|05;PRATA;DRM-9562;1,11111E+14;;850;;;;;;;
;960;GM ;CELTA;1.0;09|10;PRATA;EJJ-6216;11111111111111111;;851;;;;;;;
;961;FORD;FIESTA;1.6 8V;12|12;PRETA;FAZ-8757;;;852;;;;;;;
;962;VW;FOX;1.6;14|14;BRANCO;FOA-3843;11111111111111111;;853;;;;;;;
;963;MITSUBISHI;LANCER;2.0 16V;12|12;PRETA;fev/13;;;854;;;;;;;
;964;HYUNDAI;TUCSON;2,0 16V;09|09;PRETA;FSP-0099;;;855;;;;;;;
;965;FIAT;STILO;1.8;10|11;;HNK-7580;;;856;;;;;;;
;966;FIAT;PUNTO ELX;1.4 8V;11|11;VERMELHA;ELX-3292;;;857;;;;;;;
;967;GM;SPIN;1.8;13|14;;FQA-0584;;;858;;;;;;;
;968;RENAUT;DUSTER;2.0 16 V AUT;15|16;PRATA;FYX-1163;;;859;;;;;;;
;969;HYUNDAI;TUCSON;2,0 16V AUT;09|10;PRETA;EQZ-1566;;;860;;;;;;;
;970;FORD;KA HATCH;1.5 16V ;16|17;PRATA;PYO-5334;;;176;;;;;;;
;971;CHEVROLET;ONIX;1.0 8V;15|16;PRAT;PYC-4041;;;166;;;;;;;
;972;RENAULT;LOGAN;1.0 16V;13|14;CINZA;FOB-5001;93Y45RD04EJ836040;;861;;;;;;;
;973;VOLKS;GOL G VI;1,0 8V;14|15;PRATA;PUD-7972;;;166;;;;;;;
;974;VOLKS;UP;1.0;16|17;VERMELHO;GAZ-2941;;;862;;;;;;;
;975;CHEVROLET;ONIX;1;13|13;VERMELHO;FIK-7176;;;566;;;;;;;
;976;GM;CORSA CLASSIC;1.0;12|12;PRATA;FAO-6957;;;863;;;;;;;
;977;HONDA;FIT;1.5;10|10;PRETO;EQK-3246;;;864;;;;;;;
;978;FIAT;STRADA;1.4 WORKING;16|17;BRANCA;PYO-1461;;;166;;;;;;;
;979;FORD;KA +;1;16|17;PRATA;PYT-9366;;;166;;;;;;;
;980;RENAULT;SANDEIRO;1.6 8V;15|16;PRATA;PXE-2137;;;166;;;;;;;
;981;VOLKS;GOL G VI;1.0 8V;15|16;PRATA;PDX-2673;;;166;;;;;;;
;982;RENAULT;CLIO;1.0;12|13;PRETO;EZI-5526;1111111111111111111;;865;;;;;;;
;983;CHEVROLET;ONIX;1.0 8V;16|16;PRATA;PYC-1848;;;166;;;;;;;
;984;FIAT;NOVO PALIO;1.0 8V;13|14;PRATA;FJS-5047;;;866;;;;;;;
;985;GM;CORSA;1.0;97|97;CINZA;COH-2755;1,11111E+12;;867;;;;;;;
;986;HONDA;FIT;1.4;08|08;PRATA;DZD-8832;;;868;;;;;;;
;987;HONDA;CIVIC;2,0 16V AUT;16|17;PRETO;GJE-8665;;;869;;;;;;;
;988;CHEVROLET;ONIX;1.4;15|15;PRETA;FOW-2991;;;870;;;;;;;
;989;NISSAN ;TIIDA ;1.8;11|11;PRETO;EJC-2777;1,11111E+13;;865;;;;;;;
;990;GM;ONIX;;13|14;BRANCO;FMP-7360;11111111111111111;;871;;;;;;;
;991;HIUNDAY;HB20;1.6 ;15|15;BRANCA;GAJ-4991;;;872;;;;;;;
;992;HYUNDAI;VELOSTER;1.6;13|13;BRANCO;FHK-6765;;;873;;;;;;;
;993;HYUNDAI;VELOSTER;1.6;13|13;BRANCO;FHK-6765;;;873;;;;;;;
;994;FORD;NEW KA;1.0 8V;15|16;BRANCA;PWW-9909;;;874;;;;;;;
;995;FORD;NEW KA;1.0 8V;15|16;BRANCA;PWW-9909;;;176;;;;;;;
;996;RENAUT;DUSTER;1.6 16V;16|17;MARRON;PYK-1012;;;176;;;;;;;
;997;VOLKS;POLO;1.6;10|11;CINZA;EUC-7365;;;875;;;;;;;
;998;VW;SAVEIRO;1.6;11|12;BRANCO;EYC-6732;11111111111111111;;876;;;;;;;
;999;HONDA ;FIT;1.4;03|04;PRATA;DMA-0814;1111111111111111111;;877;;;;;;;
;1000;FIAT;NOVO UNO;1.0 8V;12|12;PRETA;FAK-1170;;;878;;;;;;;
;1001;HYUNDA ;TUCSON;;12|12;PRETO;DWK-4645;11111111111111111111;;879;;;;;;;
;1002;FORD;ESCORTE;1.6;87|87;CINZA;COM-3124;11111111111111111111;;880;;;;;;;
;1003;FIAT;DOBLO;1.4;15|16;CINZA ;PWM-7417;;;176;;;;;;;
;1004;FIAT;FIORINO;1.4 8V ;14|15;BRANCA;PVC-0676;;;166;;;;;;;
;1005;HONDA;FIT;1.4;08|08;CINZA;EBO-6235;1111111111111111111111;;881;;;;;;;
;1006;FIAT;FIORINO;1.4 8V;14|14;CINZA;OWP-8223;;;166;;;;;;;
;1007;JEEP;LONGITUDE;;16|17;PRATA;GCP-0497;1111111111111111;;882;;;;;;;
;1008;HYUNDAI;HB20;1.0;14|15;;FFK-4535;1111111111111111111;;883;;;;;;;
;1009;RENAULT;SANDERO;1.6;12|12;;EXX-6794;;;884;;;;;;;
;1010;TOYOTA;COROLLA;1.8 16V;20|08;;FZO-1313;;;885;;;;;;;
;1011;HYUNDAI;ELANTRA;;15|15;PRATA;FJV-6420;1,11111E+12;;886;;;;;;;
;1012;FORD;NOVO KA;;15|16;BRANCO;PXC-6758;1,11111E+14;;166;;;;;;;
;1013;FORD;NEW KA;1.4 8V;16|16;BRANCA;PXQ-8577;;;176;;;;;;;
;1014;FORD;FOCUS;2,0 16 AUT;11|11;PRATA;EQT-2820;;;887;;;;;;;
;1015;VW;FOX;1.6;13|14;PRATA;FAU-3559;111111111111111111;;888;;;;;;;
;1016;TOYOTA;ETIOS;1.5;14|14;PRETA;FLR-9753;;;889;;;;;;;
;1017;VW;FOX;1.6;14|14;VERMELHO;FAI-6507;11111111111111111111;;890;;;;;;;
;1018;FIAT;PALIO;1.0;14|14;PRTEA;DHU-7867;;;612;;;;;;;
;1019;VW;FOX;1.6 8V;14|15;PRATA;FGJ-3259;;;891;;;;;;;
;1020;GM;CORSACLASSIC;1.0 8V;13|13;PRATA;EXM-4320;;;892;;;;;;;
;1021;HONDA;CITY;1.5 AUT;12|13;PRATA;FAM-0136;;;893;;;;;;;
;1022;FORD;KA +;1.;15|15;BRANCA;FJM-0556;;;894;;;;;;;
;1023;CHEVROLET;CAPTIVA;2.4 AUT;11|11;PRETA;EUI-7882;;;895;;;;;;;
;1024;VOLKSWAGEN;FOX;1.0;10|10;PRATA;ELC-5963;;;896;;;;;;;
;1025;FIAT;NOVO UNO;1.0;15|15;PRETA;FUF-3718;;;897;;;;;;;
;1026;VW;GOL CITY;1.6 8V;14|14;PRATA;OWY-2841;;;176;;;;;;;
;1027;PEGEOUT;307;1.6 16V ;11|11;MARRON;ETO-2636;;;898;;;;;;;
;1028;RENAUT;FLUENCE DYNAMIQUE;2,0 AUT;15|16;PRETA;KRG-9639;;;166;;;;;;;
;1029;FORD;KA;1.0;14|15;PRATA;PVN-5552;;;166;;;;;;;
;1030;NISSAN;VERSA SEDAN;1.0 12V;15|16;PRATA;FCL-4508;;;899;;;;;;;
;1031;HONDA;CITY;1.5 ;13|13;CINZA;FHJ-9499;;;900;;;;;;;
;1032;VOLKS;JETTA;2.0 MECANICO;11|11;PRETA;EUI-7184;;;901;;;;;;;
;1033;FIAT;NOVO UNO;1.0 ;13|13;PRATA;EUN-4349;;;902;;;;;;;
;1034;CHEVROLET;ONIX;1.0;14|14;BRANCA;FOC-5206;;;903;;;;;;;
;1035;HYUNDAI;TUCSON;2.0 16V;16|16;CINZA;GAE-6160;;;904;;;;;;;
;1036;GM;CORSA CLASSIC;1.0 8V;14|15;PRETA;FWQ-2452;;;905;;;;;;;
;1037;SEAT;IBIZA;1.0 16V VOLKS;01|01;PRAT;DEF-1835;;;906;;;;;;;
;1038;CHEVROLET;ONIX;1.0;16|16;PRATA;PYC-1785;;;166;;;;;;;
;1039;FIAT;PALIO;1.0 8V;07|07;CINZA;DXU-0543;;;907;;;;;;;
;1040;FIAT;IDEA ADVENTURE;1.8 16V;14|14;VERMELHA;FHG-4028;;;908;;;;;;;
;1041;VW;VOYAGE;1.0 8V;14|15;PRATA;PUR-6839;;;176;;;;;;;
;1042;FORD;KA+;SEDAN SE 1.0 12V FLEX 4P;16|17;PRATA DUBLIN;PYA-7703;9BFZH54L9H8373770;;176;;;;;;;
;1043;RENAULT;DUSTER;2.0 16V AUT;16|17;PRETA;PYH-0625;;;166;;;;;;;
;1044;CHEVROLET;CLASSIC;1.0;16|16;PRETO;FUZ-9014;;;909;;;;;;;
;1045;GM;AGILE;1.4 8V;12|12;VERMELHA;EXT-3348;;;656;;;;;;;
;1046;FORD;KA +;1.5;16|16;PRATA;PYV-0177;;;166;;;;;;;
;1047;CITROEN;C3;1.4;07|08;PRETA;FAB-9964;;;910;;;;;;;
;1048;VOLKS;POLO;1.6;06|07;PRATA;DVR-0396;;;911;;;;;;;
;1049;GM;MONTANA;1.8 8V;07|07;PRETA;DXZ-6993;;;912;;;;;;;
;1050;FIAT;PALIO WEEKEND;1.4 8V;09|09;BRANCA;ECT-6509;;;913;;;;;;;
;1051;FORD;NEW FIESTA;1.5;14|14;PRETA;FLQ-9585;;;914;;;;;;;
;1052;GM;COBALT;1.4 8V;12|12;PRATA;EXX-0167;;;915;;;;;;;
;1053;HONDA;CIVIC;2.0 AUT EXR;13|14;PRATA;FSG-2626;;;916;;;;;;;
;1054;FIAT;NOVO UNO;1.0 8V;12|12;PRATA;NXX-5473;;;917;;;;;;;
;1055;FORD;KA ;HACTH;16|16;PRETO;GCD-2677;;;918;;;;;;;
;1056;FORD;FIESTA;1.6;09|09;PRATA;EME-6676;;;919;;;;;;;
;1057;CHEVROLET;ONIX;1.4;14|14;VERMELHO;FMX-6706;;;920;;;;;;;
;1058;GM;CELTA;;15|16;PRATA;FLZ-2259;;;921;;;;;;;
;1059;NISSAN;TIIDA;1.8;13|13;PRATA;DWN-5510;;;922;;;;;;;
;1060;FIAT;PALIO;1.6 ETORQ;14|14;CINZA;FQA-7816;;;923;;;;;;;
;1061;CHEVROLET;CRUZE;SEDAN LT 1,8;13|14;PRETA;FNL-5590;;;924;;;;;;;
;1062;VOLKS;SPFOX;1.6;12|12;PRATA;ELV-6392;;;925;;;;;;;
;1063;RENAULT;SANDERO ;1.0 16V;12|13;VINHO;EUA-6757;;;926;;;;;;;
;1064;CITROEN;C3;1.4;09|09;PRETA;EEW-2306;;;927;;;;;;;
;1065;FORD;ECO ESPORT;1.6;08|08;PRETA;ECO-0894;;;928;;;;;;;
;1066;HONDA;CITY;1.5 AUT;13|13;PRAT;FIS-4564;;;929;;;;;;;
;1067;FIAT;FIORINO;1.4;14|14;PRATA;OWQ-9546;;;166;;;;;;;
;1068;TOYOTA;COROLLA;1.8 16V;11|11;PRATA;EMR-7783;;;930;;;;;;;
;1069;FORD;FIESTA;1.6 8V;12|12;VERMELHO;FAG-1593;;;931;;;;;;;
;1070;GM;COBALT ;1.8 AUTOMATIC;13|13;PRATA;FFT-3532;;;932;;;;;;;
;1071;FIAT;G.SIENA;1.6 ETORQ;13|13;PRAT;FGC-7049;;;933;;;;;;;
;1072;FORD;FIESTA;1.6;13|13;PRATA;FRR-9445;;;934;;;;;;;
;1073;CHEVROLET;CORSA;1.0;96|96;VERMELHO;CAO-7676;;;743;;;;;;;
;1074;CHEVROLET;COBALT;1.8 AUT;13|13;CINZA;FKE-7111;;;935;;;;;;;
;1075;JEEP;RENEGADE;1.8;16|16;VERMELHO;FOO-8905;;;936;;;;;;;
;1076;JEEP;RENEGADE SPORT;1.8;16|16;PRATA;PXY-3027;;;166;;;;;;;
;1077;MITSUBISHI;ASX;2.0 16V;11|11;PRETA;EUO-7171;;;937;;;;;;;
;1078;NISSAN;MARCH;1.0;11|12;PRATA;ERI-3931;;;938;;;;;;;
;1079;CITROEN;C3;1.4;10|11;PRETA;EQA-9326;;;939;;;;;;;
;1080;HONDA;FIT;1.5;15|15;PRAT;FSJ-9241;;;940;;;;;;;
;1081;FORD ;FISTA;1.0;09|09;VERMELHA;EFS-7202;;;941;;;;;;;
;1082;CHEVROLET;CELTA;1.0;12|12;CINZA;EZB-4735;;;942;;;;;;;
;1083;BMW;325 I;2,5 AUT 6 CIKINDROS;08|08;PRATA;EEG-0880;;;943;;;;;;;
;1084;NISSAN;G.LIVINA;1.8 AUT;13|13;CINZA;FHP-3943;;;934;;;;;;;
;1085;FORD;NOVO KA SEDAN;1.5;15|15;PRATA;FPL-3516;;;185;;;;;;;
;1086;VW;JETTA;2.5 ;10|11;CINZA;EUO-7313;;;944;;;;;;;
;1087;FIAT;UNO;1.0 8V;14|14;PRETA;FRD-7252;;;945;;;;;;;
;1088;GM;CELTA;1.0 8V;08|08;PRATA;DVL-2847;;;946;;;;;;;
;1089;GM;CELTA;10 8V;08|09;PRATA;EEW-4033;;;947;;;;;;;
;1090;VW;POLO;1 8V;10|10;PRATA;FTC-3033;;;948;;;;;;;
